Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel
Naouel;France;Chambre Supérieure - Côté Lac;1;Juillet 2022;Famille;Commentaire envoyé le 18 juillet 2022;lamentable;5,0;La magie Disney;"c’est mon deuxième séjour 
l’état des chambres lamentables, 2 chambres différentes, 2 fois le même problème, l’évacuation des lavabos est lente la saleté stagne, dans les douche idem impossible de régler correctement froid /chaud. le Sav est une catastrophe, ni l’accueil, ni la centrale de réservation n’est capable de gérer une difficulté.
dernier détail, pour un 4 étoiles à 700€ la nuit pas de produit vanity set. gel douche et après shampooing oui.
la piscine n’est pas très propre non plus!";0;Disney's Newport Bay Club
Nicolas;Liban;Chambre Supérieure - Côté Lac;2;Juillet 2022;Famille;Commentaire envoyé le 6 juillet 2022;La chambre n’était prête pour faire le check in qu’a 18h et j’ai été informé que je devais faire le check out le jour de;4,0;l’architecture et l’emplacement.;système tres machinal. on ne sent pas la bienvenue.;0;Disney's Newport Bay Club
Nathalie;France;Chambre Supérieure;1;Juillet 2022;Famille;Commentaire envoyé le 3 juillet 2022;Fabuleux ;9,0;L'esprit Disney;Le labyrinthe pour arriver à la chambre.;0;Disney's Newport Bay Club
Jean-baptiste;Royaume-Uni;Chambre Supérieure avec Terrasse;2;Juin 2022;Famille;Commentaire envoyé le 24 juin 2022;un peu déçu étant donné le prix payé;5,0;la proximité avec le parc la piscine et l’aspect extérieur de l’hotel;les chambres sont vieillissantes, il n’y a pas de balayette dans les toilettes, la literie n’est pas confortable;0;Disney's Newport Bay Club
Marilyn;France;Chambre Supérieure;1;Mai 2022;Famille;Commentaire envoyé le 19 juin 2022;séjour parfait et personnel absolument charmant;9,0;"Accueil parfait et rapide
personnel plus que charmant
hotel très agréable
piscine superbe";rien;0;Disney's Newport Bay Club
Anne;France;Chambre Supérieure;3;Mai 2022;Famille;Commentaire envoyé le 9 juin 2022;Décevant;4,0;Piscine lit de bonne qualité;Clim en panne personnel antipathique et accueil moyen aucune indication sur les horaires services et autres du coup un soir on n a pas manger;0;Disney's Newport Bay Club
Guillaume;France;Chambre Supérieure avec Terrasse;1;Mai 2022;Couple;Commentaire envoyé le 30 mai 2022;Décevant;5,0;Proximité du parc, personnel très agréable et ambiance de l'établissement.;"Terrasse partagée avec chambre voisine, pas de prise à côté du lit, verrou de la porte des toilettes non fonctionnel, réveil par la réception de l'hôtel pour nous limiter dans le choix de l'assortiment du petit déjeuner en chambre pourtant facturé 38€ par personne et annoncé ""à volonté"", téléviseur non fonctionnel, pas de service en chambre proposé autre que pour le petit déjeuner";0;Disney's Newport Bay Club
Audrey;France;Chambre Supérieure;1;Mai 2022;Famille;Commentaire envoyé le 30 mai 2022;Trop cher pour la qualité;3,0;"Hôtel vieillissant pour le prix 
Déjeuner chambre à 38 eur par personne 
Literie médiocre 
Piscine superbe";Trop cher pour la qualité;0;Disney's Newport Bay Club
Fanny;France;Chambre Supérieure;3;Mai 2022;Famille;Commentaire envoyé le 23 mai 2022;hôtel très bien situé;9,0;proche du parc à pieds;petits déjeuners beaucoup trop chers;0;Disney's Newport Bay Club
Catherey;France;Chambre Supérieure;1;Mai 2022;Famille;Commentaire envoyé le 16 mai 2022;Fabuleux ;9,0;Grande chambre confortable, près du parc;Tout de même un peu cher surtout que si on veut profiter du parc on y reste très peu, pour nous de 16 h à 8 h le lendemain matin;0;Disney's Newport Bay Club
Alain;Belgique;Chambre Supérieure;1;Avril 2022;Famille;Commentaire envoyé le 6 mai 2022;Ben … magique !;9,0;l’organisation du personnel;La pluie tout le week-end….;0;Disney's Newport Bay Club
Jessica;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 26 avril 2022;Un très bon séjour;10;Le decor de l'hôtel, la disponibilité du personnel et l'emplacement.;;0;Disney's Newport Bay Club
Melanie;Suisse;Chambre Supérieure avec Terrasse;2;Avril 2022;Famille;Commentaire envoyé le 24 avril 2022;efficace;5,0;"l’accueil est excellent le personnel au top
le buffet du restaurant est grandiose";"l’emplacement de la chambre
les longs couloirs
le manque d’équipement. même pas de mini bar
room service seulement des 18h30
lits petits 
chambre minuscule";0;Disney's Newport Bay Club
Linda56&;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 20 avril 2022;Fabuleux ;9,0;Magnifique hôtel;Prix du petit déjeuner trop excessif;0;Disney's Newport Bay Club
Marjorie;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 18 avril 2022;Passable;5,0;L'accueil;Pas assez propres;0;Disney's Newport Bay Club
E;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Groupe;Commentaire envoyé le 16 avril 2022;Exceptionnel;10;Proximité du parc;Petit déjeuner couteux;0;Disney's Newport Bay Club
Christine;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 12 avril 2022;Superbe souvenir;10;Tout;La surprise de la note du restaurant.. lors de la réservation le prix du buffet aurait dû nous être notifié !;0;Disney's Newport Bay Club
Sébastien;France;Chambre Supérieure;1;Avril 2022;Famille;Commentaire envoyé le 10 avril 2022;Je reviendrais pas ici;5,0;L'emplacement;Chambre n'ont prete du faire 2fois la queu alors que j'ai rempli sur l'applicatif pour gagner du temps j'ai du perdre 1h de mon temps. Restau trop bruyant;1 ;Disney's Newport Bay Club
Eric;France;Chambre Supérieure;1;Avril 2022;Couple;Commentaire envoyé le 8 avril 2022;je reserverer dans un hotel plus premium hors disney;5,0;le personnel super;"la qualité de l’hotel pour un 4 etoiles ( bruyant )
douche avec pommeau trop petit genre premier prix la chambre est abîmée bas de porte plus de peinture etc";0;Disney's Newport Bay Club
Clemence;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Avril 2022;Couple;Commentaire envoyé le 5 avril 2022;On revient bientôt c’était super !;10;Surclassement en chambre Vice Présidentielle, dîner dans notre suite. La vue sur le lac. Le personnel du compass club. La petite boutique souvenirs;Les places de parking trop petite ou nous nous prenons des coups de portières;0;Disney's Newport Bay Club
Pascale;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 4 avril 2022;magnifique;10;tout l’hôtel est splendide l’accueil est au top ils sont tous gentils;;0;Disney's Newport Bay Club
Broutin;France;Chambre Supérieure;1;Mars 2022;Groupe;Commentaire envoyé le 4 avril 2022;Passable;5,0;"La chambre avais un aspect vieillot comme ci elle n'avais pas était occuper pendant un petit moment en plus d'une odeur désagrable 
Étant membre pass annuel et ayant effectuer déjà plusieurs nuit dans les hôtels je me suis retrouver surprise de cette mésaventure.. 😐";;0;Disney's Newport Bay Club
Sofia;France;Chambre Supérieure;1;Janvier 2022;Groupe;Commentaire envoyé le 30 mars 2022;Exceptionnel;10;Super ! Hôtel magnifique, super propre, rien à dire !;;0;Disney's Newport Bay Club
Michel;France;Chambre Supérieure;2;Mars 2022;Famille;Commentaire envoyé le 29 mars 2022;Excellent séjour;9,0;Hôtel bien situé, très proche du parc;L'atente très long pour avoir la chambre, sinon personnel très agréable;0;Disney's Newport Bay Club
Marie-evelyne;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 29 mars 2022;Passable;5,0;La literie est bonne;"L accueil très froid et distant 
La machine à café qui ne marche pas 
Chambre petip";0;Disney's Newport Bay Club
Lapin;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Mars 2022;Couple;Commentaire envoyé le 29 mars 2022;Exceptionnel;10;la chambre était confortable, le petit déjeuner parfait comme d'habitude, le prix correct;Le manque de professionnalisme des personnes qui font les chambres, j'ai bu un café le jour de mon arrivée, la tasse est restée sale pendant les 3 jours;0;Disney's Newport Bay Club
Valery;Belgique;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 29 mars 2022;prix cher pour la qualité offerte.;5,0;L’hôtel est bien situé près du parc Disneyland Paris et le personnel était agréable.;les équipements de salle de bain et des chambres mériteraient un peu plus d’entretien et de soin pour le prix payé par nuit.;0;Disney's Newport Bay Club
Alexandre;France;Chambre Supérieure avec Terrasse;1;Mars 2022;Famille;Commentaire envoyé le 29 mars 2022;Proche mais déçue;5,0;Proximite du parc. Personnel agréable.;"Le confort dans la chambre. 
La literie n'est pas confortable, le bruit de la ventilation toute la nuit. Le bruit dans le couloir des gens qui passent et parlent. La lumiere dans la chambre soit par les fenêtres (qui ne ferment pas bien - avec accès terrasse rdc ca aurait été plus securisant + air qui entre) soit de lumiere par la porte d'entrée. Meubles vieillissants.";0;Disney's Newport Bay Club
Marc;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 28 mars 2022;belle hôtel;9,0;l emplacement, la piscine;Le personnel pas vraiment souriant quand on dit bonjour personne ne répond un peu déçu du comportement;0;Disney's Newport Bay Club
Chloé;Belgique;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 28 mars 2022;Séjour en famille dans la magie Disney .;9,0;Localisation, thematisation de l'hôtel, sélection de thés dans la chambre;Literie un peu trop ferme;0;Disney's Newport Bay Club
Camille;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 28 mars 2022;Parfait;10;"Chambre spacieuse, très confortable et capable. De plus, elle est très bien équipée, il ne manquait rien (serviette de bain, gel douche, sèche-cheveux…).
Repas à volonté et très bon ! Le personnel est très gentils.";;0;Disney's Newport Bay Club
Philippine;France;Chambre Supérieure;1;Février 2022;Couple;Commentaire envoyé le 28 mars 2022;Séjour excellent;10;Le thème de l'hôtel;;0;Disney's Newport Bay Club
Ernest;Belgique;Chambre Club Compass - Côté Lac (2 Adultes);1;Mars 2022;Couple;Commentaire envoyé le 28 mars 2022;Magique;10;Le décor est splendide ainsi que la vue sur le lac et le parc et le personnel est juste génial;Rien, tout était parfait;0;Disney's Newport Bay Club
Magalie;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 26 mars 2022;Décevant. J'ai regretté d'avoir séjourné là bas;3,0;Seul le fait que c'était proche du parc fut appréciable;Impossible de dormir tellement les personnes de la chambre au dessus de nous étaient bruyants et désagréables. Peu importe le nombre de fois où le manager est venu les rappeler à l'ordre.;0;Disney's Newport Bay Club
Carl;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 26 mars 2022;Très bonne expérience;9,0;La déco et le thème, le restaurant buffet, la baie avec le lac et ma vue la proximité du parc et le matelas;Piscine légèrement trop froide, cocktail un peu cher, pas de Disney + sur la télé;0;Disney's Newport Bay Club
Séverine;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 25 mars 2022;Notre séjour était très bien, inoubliable;9,0;"Le petit-déjeuner
Le distributeur de café, thé, à volonté et gratuit 
La piscine 
L’espace sauna, l’espace hamman 
La salle de sport";La télé un peu vieille et petite..;0;Disney's Newport Bay Club
Vanessa;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 25 mars 2022;magique;10;la magie du lieu;rien;0;Disney's Newport Bay Club
Sophie;Belgique;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 23 mars 2022;Déçus de ce séjour dans un hôtel qui présente pourtant beaucoup d'atouts;3,0;Ce n'est pas la première que nous séjournons au Newport Bay Club dans le cadre d'une visite à Disneyland. Nous avons toujours été satisfaits. Il présente le meilleur rapport qualité/prix parmi les hôtels Disney et a beaucoup d'atouts : qualité des équipements, un certain standing, et bien sûr la proximité immédiate des deux parcs. De manière générale, je le recommanderais.;Notre séjour a malheureusement été gâché par un gros manque de propreté/d'hygiène dans la chambre. Nous y avons trouvé un slip sale ne nous appartenant, ce qui est inacceptable, d'autant plus dans le contexte sanitaire actuel qui a mis en avant l'importance cruciale de l'hygiène. C'est la première fois que cela nous arrive, toute expérience de voyage confondue. Nous l'avons signalé à un membre du staff qui nous a simplement dit d'écrire un mail suite à notre séjour. Nous l'avons fait. La réponse est particulièrement insatisfaisante : on nous demande de prendre contact au préalable avec le service client si nous désirons revenir afin d'être correctement pris en charge. Sérieusement ? C'est un peu court...;0;Disney's Newport Bay Club
Daisy;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 22 mars 2022;Mauvaise;1,0;Vu le prix de la chambre c’est inamissible qu’il soit payant;Rien;1 ;Disney's Newport Bay Club
Julie;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Groupe;Commentaire envoyé le 20 mars 2022;Décevant;4,0;La proximité avec le Park est vraiment appréciable;Le ménage de la chambre etais vraiment insuffisant (on a quand même eu un coussin plein de vomit), room service fermé, impossible d'avoir un repas après 23h...;0;Disney's Newport Bay Club
Margaux;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 18 mars 2022;Exceptionnel;10;Personnelle au top;;0;Disney's Newport Bay Club
Magali;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 17 mars 2022;Formidable. A refaire;10;L’hôtel est magnifique, les chambres très belles et très propres, le personnel (réception, bar, restauration, bagagerie, ménage et sécurité) très professionnel et très aimable. C’était notre premier séjour dans un hôtel de Disneyland. Nous avons beaucoup aimé et garderons un excellent souvenir. Nous espérons renouveler l’expérience.;rien;0;Disney's Newport Bay Club
Emilie;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 16 mars 2022;très bon séjour;9,0;"la proximité avec le parc 
les navettes qui vous emmènent au parc 
la possibilité de voir des personnages 
la possibilité d’arrivé à n’importe quel heure le soir";"dommage au prix du séjour que le petit déjeuner ne soit pas compris.
toilette non propre à notre arrivé";0;Disney's Newport Bay Club
Karine;France;Chambre Supérieure;2;Mars 2022;Famille;Commentaire envoyé le 16 mars 2022;exceptionnel;10;l’accueil la propreté les chambres la situation géographique les animations la piscine …..;qu’il y est un jour de fermeture au restaurant de l’hôtel;0;Disney's Newport Bay Club
Charline;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 15 mars 2022;Énorme déception;2,0;"Aucune prestation correspondant à un 4 étoiles. La chambre n'était pas rangée et nettoyée correctement.
Très déçus.";;0;Disney's Newport Bay Club
Bryan;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Février 2022;Couple;Commentaire envoyé le 15 mars 2022;Top;10;L'accueil ainsi que le séjour était top. Rien à dire;Problème de clim dans la chambre. Il faisait trop froid et même la maintenance n'a pu résoudre ce problème.;0;Disney's Newport Bay Club
Thierry;Belgique;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 15 mars 2022;magique;9,0;le petit déjeuner est excellent .;une brosse pour nettoyer la cuve du wc;0;Disney's Newport Bay Club
Audrey;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille;Commentaire envoyé le 14 mars 2022;1 ere visite;5,0;Ce que j'ai apprécié c'est l'accueil à la réception, l'appel pour me demander si mes bagages étaient prêts pour me les descendre à l'accueil, la chambre était très belle également avec une vue, magnifique.;Je n'ai pas apprécier les cheveux dans la baignoire, un peignoir sale et le dérangement à 9h et 10h pour me prévenir que la chambre doit être rendue à 11h alors que l'information m'avait été donnée la veille à l'accueil et l'information indiquée sur le dépliant.;0;Disney's Newport Bay Club
Maxime;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 14 mars 2022;Indigne de Disney;1,0;Le parking gratuit pour disney;Lit bcp bcp trop dure, déco des année 90 , TV trop petite , pas de frigo dans les chambres. vue lamentable. Franchement a 236 euro la nuit le rapport qualité prix est ignoble. Mieux vos aller chez ibis.;0;Disney's Newport Bay Club
Maxime;Belgique;Chambre Supérieure;2;Mars 2022;Couple;Commentaire envoyé le 14 mars 2022;Magique;9,0;La chambre, le petit dej ainsi que l’organisation était au top;Un poil cher mais ça reste un hôtel Disney 4 étoiles;0;Disney's Newport Bay Club
Virginie;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 14 mars 2022;parfait;10;le personnel est vraiment agréable, à l'écoute, la chambre était très spacieuse et propre, dans un endroit calme.;;0;Disney's Newport Bay Club
Di;Belgique;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 13 mars 2022;Fabuleux ;9,0;Hôtel Disney jusqu'au bout des ongles. Propre, confortable (avec mention spéciale pour le lit ui est parfait);"Chambre booking située au fin fond du couloir... sans se presser, literralement 10 min de marche entre la chambre et la piscine
Ca peut ne pas paraître grand chose, mais vois verrez. S'il y a qqch à reprocher, c'est ça
Et le prix disney";1 ;Disney's Newport Bay Club
Tanguy;France;Chambre Supérieure;2;Mars 2022;Couple;Commentaire envoyé le 12 mars 2022;Magique mais ça coûte du fric.;9,0;La propreté des lieux, le buffet à volonté du matin comme du soir. On se régale, on se sent bien puis la piscine intérieur est géniale, c’est un vrai plus, ça fait du bien de s’y prélasser dès l’arrivé.;Les prix exorbitants mais bon j’imagine que ça fait parti de la magie de Disney, après faut pas chipoter non plus, la qualité est au rendez-vous j’avoue.;0;Disney's Newport Bay Club
Dorothée;France;Chambre Supérieure;1;Mars 2022;Famille;Commentaire envoyé le 12 mars 2022;Voyage en famille;10;La gentillesse du personnel, la température de la piscine, les boissons chaudes offertes grâce aux magics pass, la bouilloire dans la chambre.;Que le petit déjeuner ne soit plus inclus car 28 euros pour un petit qui ne mange qu'un croissant c'est du vol !;0;Disney's Newport Bay Club
Emilie;France;Chambre Supérieure - Côté Lac;2;Mars 2022;Groupe;Commentaire envoyé le 11 mars 2022;séjour agréable à refaire;10;l’accueil du personnel;ras;0;Disney's Newport Bay Club
Nadège;France;Chambre Supérieure;2;Mars 2022;Couple;Commentaire envoyé le 11 mars 2022;Passable;5,0;Le personnel qui est très agréable et disponible.;"La chambre qui nous a été attribué la 1210 qui se trouve à côté de la machine à café et de la lingerie très bruyante, il est donc difficile de dormir. 
Pour une chambre à 500€ pour 2 nuit (ce qui peut paraitre anodin pour certain mais est beaucoup pour nous) je trouve qu'il y aurais des effort à faire 
Tapisserie qui se décolle, rouille sur les supports de la baignoire, écran de télévision qui fonctionne mal.";0;Disney's Newport Bay Club
Jean;Belgique;Chambre Club Compass - Côté Lac (2 Adultes);1;Mars 2022;Voyageur individuel;Commentaire envoyé le 9 mars 2022;Exceptionnel;10;Surclassement en suite compas club;;0;Disney's Newport Bay Club
Manel;France;Chambre Supérieure - Côté Lac;1;Mars 2022;Famille;Commentaire envoyé le 9 mars 2022;Superbe hôtel extérieur sur intérieur la chambre avec la vue sur le lac est juste incroyable;10;Un très bel hôtel extérieur et intérieur le personnel très sympas le décor de la chambre juste magnifique avec la vue sur le lac incroyable c’est la deuxième fois que je loge dans cette hôtel et j’en suis plus que satisfaite et l’emplacement de l’hôtel vraiment super a coter du parc disney je le conseil sans hésiter;;0;Disney's Newport Bay Club
Benoitlefebvre99;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 8 mars 2022;Heureusement que le parc n'est pas loin ...;3,0;Emplacement, Univers Disney, le personnel;"1ère chambre : 2 lits doubles pour 1 couple ( tâches, trous et cheveux) dans les deux lits.
Le personnel nous change de chambre à 23h sans problème et sur parole.
2 ème chambre : climatisation non fonctionnelle et papier toilette qui flotte dans la cuvette.
C'est malheureusement inacceptable pour un service d'hôtellerie. Nous sommes terriblement déçus, nous aimions beaucoup cet hôtel.";0;Disney's Newport Bay Club
Anais;France;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 8 mars 2022;Un rêve de réalisé !;9,0;"TOUT ! la chambre, les restaurants les bars, la PISCINE, la boutique l'accueil, vraiment un agréable séjour avec un super soleil en prime. Sinon pour information, pour le petit déjeuner il n'était pas proposé par Booking, et dès qu'on les appelle ils nous renvoient sur l'appli Disneyland paris (hors les petits déjeuner n'y sont pas réservable, BUG). Pas d'inquiétudes ! vous pouvez vous y rendre sans réservations directement (7h-11h) :)
ps : parking de l'hôtel gratuit (montrer sa réservation)";"les choses qui serait a améliorer : l'acoustique des chambres, le service de check in ( on devait recevoir notre numéro de chambre par sms ou mail et finalement on a du refaire la queue aux arrivées pour le connaitre car le message n'arrivait pas)
étant venu en mars, les températures extérieur été négatives, et une couverture ou un plaid de réserve dans la chambre n'aurait pas été de trop ! et le service de tv qui propose un onglet Disney+, malheureusement on a jamais réussi a y accéder. les lit sont a ressort, et ne sont pas très larges. Dans l'ensemble l'hôtel est canon, mais un peu dans sont jus. 
On voit qu'ils rafraichissent régulièrement les peintures, mais il serait temps de rénover en totalité pour la hauteur du 4 étoiles annoncé.";0;Disney's Newport Bay Club
Pauline;France;Chambre Supérieure;1;Mars 2022;Groupe;Commentaire envoyé le 7 mars 2022;bon séjour dans l’ensemble. dommage qu’il n’y ai pas la bouilloire dans la chambre comme convenue dans la description…;5,0;Les décors, l’odeur, le personnel aimable;le temps d’attente trop long pour simplement avoir un numéro de chambre…;0;Disney's Newport Bay Club
Yolanda;Suisse;Chambre Supérieure;1;Mars 2022;Couple;Commentaire envoyé le 7 mars 2022;Un séjour disney magique;10;L hôtel juste incroyable et magique tout était parfait 💗;Juste un petit frigo dans chambre si non tout etait parfait 🥰;0;Disney's Newport Bay Club
Fanny;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 3 mars 2022;décevant;3,0;"Proximité du parc
Aménagement des espaces collectifs très sympa
Service bagage gratuit";"chambre démodée et sale
très bruyant car proche de la route et mal isolé (on entend les voisins quand ils bougent dans la pièce)
équipements abimées (pare douche cassé, moquette sale et odorante...)";0;Disney's Newport Bay Club
Marie;France;Chambre Supérieure;2;Mars 2022;Famille;Commentaire envoyé le 2 mars 2022;Parfait!!!!!;10;"Absolument tout. 
les casts sont à l’écoute, souriant et aux petits soins.";RAS;0;Disney's Newport Bay Club
Manon;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 2 mars 2022;Exceptionnel;10;tout;rien;0;Disney's Newport Bay Club
Jennifer;Belgique;Chambre Supérieure;1;Février 2022;Groupe;Commentaire envoyé le 28 février 2022;très agréable;10;absolument tout comme d’habitude;il manque juste un frigo et des peignoirs dans la chambre;0;Disney's Newport Bay Club
Laura;France;Chambre Supérieure avec Terrasse;1;Février 2022;Couple;Commentaire envoyé le 24 février 2022;Passable;5,0;L'accueil du restaurant de l'hôtel et la literie;L'accueil dès notre arrivée , personnel peu sympathique;0;Disney's Newport Bay Club
Asl;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 21 février 2022;Exceptionnel;10;la proximité du parc;;0;Disney's Newport Bay Club
Geoffrey;France;Chambre Supérieure;2;Février 2022;Couple;Commentaire envoyé le 21 février 2022;Fabuleux ;9,0;"prix
pas demi pension";;2 ;Disney's Newport Bay Club
Patrick;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 20 février 2022;C’était vraiment super;10;Rien tout est parfait;;0;Disney's Newport Bay Club
Isabelle;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 20 février 2022;Passable;5,0;l’emplacement et la piscine;le personnel, les chambres, l’isolation phonique, le restaurant très cher;0;Disney's Newport Bay Club
Fatima;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 20 février 2022;pas INFORMATION DANS MA RÉSERVATION QUI JAVAIT pas LE DROIT AU PETIT DÉJEUNÉ DÉÇU TRÈS DÉÇU .;1,0;pas LE DROIT AU PETIT DÉJEUNER ALORS LE PRIS NÉS PAS DONNÉE;pas LE DROIT AU PETIT DÉJEUNER ALORS LE PRIS NÉS PAS DONNÉE;0;Disney's Newport Bay Club
Quentin;France;Chambre Supérieure;1;Février 2022;Couple;Commentaire envoyé le 19 février 2022;Fabuleux ;9,0;"La chambre est spacieuse et confortable
Le restaurant de l'hôtel est excellent 
Le check in est rapide 
Le magic pass est très utile";;0;Disney's Newport Bay Club
Aurelia;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 18 février 2022;Disney est féerique mais trop cher par rapport aux prestations.;3,0;Petit déjeuner correct ,du choix et frais.;"L hôtel est vieillissant.les chambres était très sales.
Je ne recommande pas cet hôtel vu le tarif.
Prenez exemple sur Europa Park en Allemagne.";0;Disney's Newport Bay Club
Beatrice;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 16 février 2022;Exceptionnel;10;tout;;0;Disney's Newport Bay Club
Flavien;France;Chambre Club Compass - Côté Lac (2 Adultes);2;Février 2022;Couple;Commentaire envoyé le 15 février 2022;Tarifs abusifs pour la chambre fournie chambre côté lac avec vue sur l’autre aile de l’hôtel;5,0;Le service compars;la vue sur le bâtiment pour une chambre côté lac ,le parking surchargé, la distance avec le parc et le rapport qualité prix;0;Disney's Newport Bay Club
Chiriac;France;Chambre Club Compass - Côté Lac (2 Adultes);1;Février 2022;Couple;Commentaire envoyé le 13 février 2022;se sentir privilégié;9,0;l’ambiance;les chambres qui demanderaient un petit rafraîchissement vue le prix;1 ;Disney's Newport Bay Club
Kévin;Belgique;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 13 février 2022;au top;9,0;le petit-déjeuner, l’insonorisation des chambres, la proximité des parcs Disney, le calme;;0;Disney's Newport Bay Club
Marine;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 11 février 2022;Fabuleux ;9,0;Personnel agréable (hôtel et parc);;0;Disney's Newport Bay Club
Lauthe;France;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 10 février 2022;Exceptionnel;10;"L Ambiance de l hôtel est vraiment génial avec des employés au top !! 
La balade au bord du lac pour rentrer le soir ou partir au parc le matin est vraiment très sympa.";;0;Disney's Newport Bay Club
Alice;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 10 février 2022;Passable;5,0;La décoration de ma chambre. L'ambiance. Le personnel très agréable au petit dejeuner;Oreillés sales, aucun geste de la part du personnel. Devoir plusieurs fois passer la sécurité et faire la queue avec les nouvelles arrivées.;0;Disney's Newport Bay Club
Martine;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 9 février 2022;Fabuleux ;9,0;Le confort des lits;Rideau au lieu d'une porte pour salle de bain;0;Disney's Newport Bay Club
Stephane;France;Chambre Supérieure - Côté Lac;1;Février 2022;Famille;Commentaire envoyé le 9 février 2022;Mauvais;1,0;L emplacement;"Que ma reservation ne soit pas prise en compte dans l hotel et l obligation de redonner une empreinte de carte.
Aucune information sur un quelconque prélèvement. 
Un personnel complètement dépassé bien que gentil";0;Disney's Newport Bay Club
Rachel;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 8 février 2022;Fabuleux ;9,0;le décor , l accueil !!;;0;Disney's Newport Bay Club
Jennifer;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 8 février 2022;Fabuleux ;9,0;La proximité avec le parc, et le lit confortable, le personnel adorable.....;;0;Disney's Newport Bay Club
Johanna;Belgique;Chambre Supérieure;2;Février 2022;Famille;Commentaire envoyé le 7 février 2022;Exceptionnel;10;Tout;;0;Disney's Newport Bay Club
Jean;France;Chambre Supérieure;1;Février 2022;Famille;Commentaire envoyé le 3 février 2022;Margelles hotel;9,0;L accueil de oceane notre hôtesse et tous les services proposés le relationnel le surclassement donc une vus sur le lac splendide;Justes l orientation pour aller à la chambre un peu compliqué;0;Disney's Newport Bay Club
Andréa;France;Chambre Supérieure avec Terrasse;1;Janvier 2022;Famille;Commentaire envoyé le 30 janvier 2022;Fabuleux ;9,0;"Personnel vraiment à la hauteur des plus grands hôtels.
Nous y avons passé Un très agréable moment!";;0;Disney's Newport Bay Club
Stephanie;France;Chambre Supérieure;3;Janvier 2022;Famille;Commentaire envoyé le 30 janvier 2022;Exceptionnel;10;Hôtel agréable et proximité pour aller parc Disneyland;Rien n'a dire;0;Disney's Newport Bay Club
